qid,qstr,candidates,cnt
628,hpv AND impfung,"['C952004663', 'C952456105', 'C952401165', 'C952445590', 'C952588220', 'C952070111', 'C952041903', 'C952034239', 'C952087668', 'C952096024', 'C951959293', 'C952009388', 'C951942722', 'C951880391', 'C952331359', 'C952497343', 'C952256711', 'C951823273', 'C952600249', 'C952623654', 'C952687748', 'C952667869', 'C952679950', 'C952332398', 'C952048441', 'C952668220', 'C951925349', 'C951966172', 'C952063569', 'C952004655', 'C951961122', 'C951975947', 'C952424991', 'C952475275', 'C952644337', 'EGMS08hta14', 'C952088239', 'C952020270', 'C952020107', 'C952040468', 'C952062192', 'C952040428', 'C952034376', 'C952031739', 'C952037267', 'C952018515', 'C951906607', 'C951913824', 'C951886139', 'C951912312', 'C951918136', 'C951874181', 'C951913047', 'C951892059', 'C952048912', 'C951973113', 'C951934798', 'C952036057', 'C951979103', 'C951994954', 'C951985401', 'C951942720', 'C951983009', 'C951978978', 'C951916017', 'C951970910', 'C952015908', 'C952024256', 'C951970984', 'C951937442', 'C951955009', 'C951922829', 'C951936878', 'C951936010', 'C951857957', 'C952265691', 'C952253991', 'C952417540', 'C952420299', 'C952456015', 'C952232726', 'C952220975', 'C952235650', 'C952383944', 'C952395718', 'C952242536', 'C952330908', 'C952314444', 'C952352774', 'C952410177', 'C952405189', 'C952312235', 'C952383254', 'C952380885', 'C952350351', 'C952493505', 'C952510990', 'C952371627', 'C952352664', 'C952465876']",100
660,deutsche AND medizinische AND wochenschrift,"['EZB7106', 'NLM0006723', 'SKH316300306', 'SKH608972460', 'SKH316294853', 'SKH316300233', 'ZBSPORT006972034', '436897', 'AGRICOLASER72906399', 'NLM101246746', 'SKH130131024', 'TIB130131024', 'THIEME10_1055_s_0029_1209822', 'CC_BIBNET_careum34297', 'C951961414', 'C661193', 'C642117', 'C655968', 'C669415', 'C660454', 'C640087', 'C639158', 'C639607', 'C641404', 'C660459', 'C638621', 'C662147', 'C583580', 'C708462', 'C742447', 'C737278', 'C748229', 'C591836', 'C742454', 'C951891472', 'C951891486', 'C951900217', 'C951891489', 'C793155', 'C534919', 'C793163', 'C591835', 'C951886162', 'C951900614', 'C516100', 'C951891488', 'C766349', 'C951948989', 'C951891455', 'C951891485', 'C951889277', 'CC_BIBNET_careum79703', 'CC_BIBNET_careum98684', 'CC_BIBNET_careum98741', 'CC_BIBNET_careum98743', 'CC_BIBNET_careum98039', 'CC_BIBNET_careum98051', 'CC_BIBNET_careum98052', 'CC_BIBNET_careum98083', 'CC_BIBNET_careum98763', 'CC_BIBNET_careum98927', 'CC_BIBNET_careum99063', 'CC_BIBNET_careum64040', 'CC_BIBNET_careum48207', 'CC_BIBNET_careum50247', 'CC_BIBNET_careum39575', 'CC_BIBNET_careum48288', 'CC_BIBNET_careum35005', 'CC_BIBNET_careum48363', 'CC_BIBNET_careum50285', 'CC_BIBNET_careum55084', 'CC_BIBNET_careum61575', 'CC_BIBNET_careum98230', 'CC_BIBNET_careum50542', 'CC_BIBNET_careum64881', 'CC_BIBNET_careum53007', 'CC_BIBNET_careum61964', 'CC_BIBNET_careum61806', 'CC_BIBNET_careum98041', 'CC_BIBNET_careum98850', 'CC_BIBNET_careum98914', 'CC_BIBNET_careum98870', 'CC_BIBNET_careum99716', 'CC_BIBNET_careum98971', 'CC_BIBNET_careum98846', 'CC_BIBNET_careum98157', 'CC_BIBNET_careum98848', 'CC_BIBNET_careum98086', 'CC_BIBNET_careum98069', 'CC_BIBNET_careum98109', 'CC_BIBNET_careum98087', 'CC_BIBNET_careum98973', 'CC_BIBNET_careum98873', 'CC_BIBNET_careum98845', 'CC_BIBNET_careum98139', 'CC_BIBNET_careum99714', 'CC_BIBNET_careum99715', 'CC_BIBNET_careum99857', 'CC_BIBNET_careum99905', 'CC_BIBNET_careum99823']",100
661,casemanagement,"['EGMS13dgpw31', 'C952006724', 'C952590522', 'C24245', 'CC_BIBNET_rudolfiner36875', 'CC_BIBNET_WEG4371', 'C596790', 'HECLINETHN215387', 'C611930', 'C952078359', 'C39142', 'C952147428', 'ZBW792717414', 'BFR322848687', '773815', 'C952315602', 'C952481328', 'C952525267', 'EGMS13dkvf169', 'PSYNDEX0148509', 'M15141499', 'ZBSPORT013516834', 'C952027225', 'C951886712', 'HECLINETHN220690', 'CC_BIBNET_rudolfiner49501', 'HECLINETHN224197', 'C806934', '742830', 'CC_BIBNET_rudolfiner40485', 'EZB88325', 'EZB151205', 'EZB25346', 'EZB25341', 'ZBSPORT015020741', 'SVM357170652', 'EGMS11dgpraec253', 'ZBW616514700', 'THIEME10_1055_s_0036_1576001', 'C952645846', 'CC_BIBNET_careum11052', 'THIEME10_1055_s_2001_17879', 'THIEME10_1055_s_0032_1304520', 'C951963799', 'C951950254', '496920', 'C515373', 'CC_BIBNET_careum11508', 'C952135594', '844053', 'C952196312', 'C952288048', 'M33017372', 'C952733971', 'EZB88082', 'CC_BIBNET_rudolfiner38325', 'CC_BIBNET_rudolfiner55058', 'SKH737707445', 'M31764715', 'M26844718', 'CC_BIBNET_psch9925976404701791', 'C952074517', 'C951858842', 'C951858843', 'C952002820', 'C952002819', 'C952045344', 'C952045346', 'C952135593', 'C952296935', 'C952440390', 'C952378871', 'C952412836', 'C952378868', 'C952378870', 'C952712269', 'C952588031', 'C952603738', 'C952603739', 'C952531028', 'C952515819', 'C952733970', 'C952733973', 'ZBW800987470', 'C23688', 'SKH343881225', 'CC_BIBNET_rudolfiner45368', 'CC_BIBNET_rudolfiner43491', 'CC_BIBNET_rudolfiner53390', 'CC_BIBNET_rudolfiner48989', 'THIEME10_1055_s_2006_953855', 'PSYNDEX0143655', 'C811901', 'C952314154', 'C952397367', 'ZBW474494195', 'HECLINETHN223800', 'C951932189', 'C951893230', 'C951872589']",100
662,pharmakologie AND und AND toxikologie,"['SKH026111055', 'SKH19162960X', 'SKH785121722', '31349', 'SKH024883611', 'MRI024883611', 'SVM12889525X', 'VTI12889525X', 'SVM023269154', '202396', 'NLM7503511', '36033', 'BFR359270263', 'SKH570915228', 'SKH630376980', 'SKH614586879', 'SVM022856064', 'SVM018542360', 'SKH300959729', 'SKH018542360', 'SVM225564343', 'SKH225564343', 'ULIDAT00554776', 'ULIDAT02105758', 'SKH782648916', 'SKH539016845', 'BFR337454124', 'BVL337454124', 'BVL025128124', 'VTI337454124', 'BFR359277357', '318615', 'NLM101646841', 'SKH335537634', 'JKI335537634', 'IPK335537634', 'SKH027500691', 'SKH024329657', 'SKH026162083', 'SKH24806973X', 'SKH13336352X', 'SVM024329657', 'SVM213905310', 'SKH213905310', 'SVM027500691', 'MRI027500691', 'JKI027500691', 'SKH590290568', 'SVM590290568', 'BFR024329657', 'MRI024329657', 'JKI024329657', 'BVL024329657', 'SKH025443631', 'SKH02470072X', 'TIB241455464', 'NLM8307342', 'NLM8607929', 'NLM08930360R', 'SKH167820982', 'SKH300963475', 'SKH215085264', '1065835', '761599', 'NLM101131006', 'ULIDAT02243103', 'TIB190326719', '1120579', 'NLM8206193', 'NLM9101261', 'NLM08930370R', '65792', '103792', 'SKH12889525X', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:bimport_mods_00001400', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:bimport_mods_00001408', 'JKI176775862', 'IPB176775862', 'SVM176775862', 'BFR359299636', 'IPK242212247', 'IPK341988995', 'JKI242212247', 'JKI176775854', 'MRI094009325', 'C757142', 'C567423', 'SKH046187790', 'SKH012285668', 'SKH024376078', 'SKH040197913', 'SKH313197113', 'SKH31595731X', 'SKH145151050', 'SKH176775854', 'SKH176775870', 'SKH145136469', 'SKH250238799', 'SVM177373059', 'SVM242212247']",100
713,carl AND rogers,"['SKH350429537', 'SKH354338137', 'SKH355037173', 'C619337', 'C619333', 'SKH039237052', 'PSYNDEX0157018', '1121656', 'C619327', 'PSYNDEX1009590', 'SKH023929979', 'SKH354533592', 'TIB023929979', '534849', '534845', 'B53902', 'PSYNDEX0157482', '265671', 'NLM1274615', 'SKH043574246', 'TIB043574246', 'TIB132072327', 'TIB842206035', 'PSYNDEX0027869', 'PSYNDEX0024005', 'PSYNDEX0025204', 'C951824302', 'C952359412', 'C952397620', 'C952346844', 'C493903', 'C619326', 'C619340', 'C631451', 'C619336', 'C619331', 'NLM8204211', 'NLM100891692', 'SKH042104343', 'SKH023684178', 'SKH023413832', 'SKH323442331', 'SKH252503686', 'SKH181604639', 'TIB022936831', 'TIB252503686', 'C952215983', 'THIEME10_1055_s_0030_1248882', 'C952658923', 'NLM9300996', 'SKH039847713', 'SKH024942154', 'TIB024942154', 'ZBW039847713', 'SKH250141965', '202746', '102085', 'SKH183067223', '261954', 'PSYNDEX0004686', 'PSYNDEX0023293', 'SKH339977868', 'SKH132239132', 'PSYNDEX0270480', '744208', 'PSYNDEX0079192', 'PSYNDEX0157481', 'NLM8011845', 'SKH02045550X', 'NLM101138676', 'SKH132072327', 'SKH040462072', 'SKH023943513', 'SKH128632119', 'SKH020307918', 'SKH340731117', 'TIB023943513', 'TIB340731117', 'TIB02045550X', 'NLM9015709', 'PSYNDEX0152672', 'PSYNDEX0054793', 'PSYNDEX0013151', 'PSYNDEX0034687', 'PSYNDEX0024553', '510112', '534847', '353493', '292868', '242168', '144945', '534105', '528929', '911231', '235228', '19112', '534840', '184725', '455701', '198126']",100
699,nervenarzt,"['EZB927', 'C951955489', 'SKH391965107', 'SKH391961063', 'SKH391963929', 'SKH391962027', 'SKH391964038', 'SKH391962795', 'SKH391963759', 'SKH39196044X', 'C952314332', 'C952661665', 'C952207880', 'C952649357', 'C952655663', 'C952655664', 'C952655327', 'C952655670', 'C952655330', 'C952655328', 'C952655329', 'C952655331', 'C952656565', 'C952655951', 'C952655949', 'C952655950', 'C952656319', 'C952656321', 'C952656232', 'C952656234', 'C952656155', 'C952656324', 'C952656154', 'C952656156', 'C952656562', 'C952656564', 'C952656233', 'C952656322', 'C952656153', 'C952656152', 'C952656561', 'C952656563', 'C952656323', 'C952656325', 'C952661666', 'C952657661', 'C952657455', 'C952657456', 'C952657457', 'C952657458', 'C952657259', 'C952657260', 'C952657261', 'M28382409', 'M28382407', 'M30109386', 'M30109384', 'M29737400', 'M28593494', 'M27815604', 'M28382408', 'M28175952', 'M28175953', 'M27921249', 'M27921250', 'M28091713', 'C951959272', 'M28275845', 'M28275844', 'M30488089', 'M30315336', 'M31175408', 'M29900485', 'M29900484', 'M32266450', 'M29119213', 'M29204857', 'M29423734', 'M29423735', 'M29520579', 'M29637246', 'M28477217', 'M27734105', 'M27815603', 'M30758640', 'M33006663', 'M28798975', 'M28798974', 'M28477216', 'M10989817', 'NLM0400773', 'M29971478', 'C952233908', 'C952314333', 'C952314335', 'C952190316', 'C952661605', 'C952661662', 'C952661651', 'C952656673']",100
700,kinderkardiologie,"['C624999', '497400', 'C718688', 'THIEME10_1055_s_0038_1629041', 'C720334', 'C656046', 'C952540958', 'C658601', 'C522823', 'C952520481', 'SKH037082965', 'SKH046649654', 'B12656', 'B12657', 'C952119259', '23024', '23023', 'C952140823', 'C756273', 'C952403202', 'THIEME10_1055_s_0032_1326409', 'THIEME10_1055_s_0030_1262734', 'THIEME10_1055_s_0038_1629317', 'C952217676', '157960', 'THIEME10_1055_s_0043_106790', '1092692', '1092780', '1059364', '805657', '864035', '864866', '859048', '861663', '1028906', '1105395', '1028007', 'SKH326766626', 'C726802', 'C952153234', 'C952119528', 'NLM9507315', 'SKH037637738', 'SKH03763772X', 'SKH011503513', 'SKH242342868', 'B12655', 'B629882', 'C952158845', 'C952632946', '744357', '23022', '398287', 'C951893491', 'C952292113', '144094', 'C952432765', 'CC_BIBNET_bibnet9502', 'C952642237', '1064852', '1065975', 'THIEME10_1055_s_0032_1307711', 'NLM7900968', 'NLM101127881', 'NLM101462669', 'NLM101647091', 'SKH040518701', 'SKH180717774', 'TIB214554368', 'PPVdoi~10.1055/s-0030-1262734', '1063407', 'THIEME10_1055_s_0043_115864', 'DNB1211179060', '327262', '1063408', 'SOMED382111', 'SOMED374331', 'C799334', 'EGMS10gma188', 'HECLINETHN103826', 'C627690', 'C952205819', 'C952535616', 'NLM101569543', 'SKH043218261', 'TIB214730670', 'TIB214730689', 'TIB214730697', 'M9842294', 'TIB75727031X', 'SKH54874260X', 'SOMED370339', 'SOMED463351', 'SOMED463347', 'SOMED433727', 'SOMED380693', 'SOMED533436', '630558', '651130', '282275']",100
701,management,"['ZBSPORT001237820', '29742', 'MRI797156739', 'ULIDAT02075828', 'B1508133', 'ZBW019815816', 'TIB024362948', 'SKH024362948', 'ZBW176821937', 'ZBW389284165', 'ZBW192614703', 'ULIDAT02019923', 'ZBW25555947X', 'ZBW255610807', 'ZBW255335741', 'ZBSPORT011142042', 'ZBW195085523', 'ZBW020780907', 'ZBW492176477', 'ZBW020774524', 'SKH786232560', 'TIB020521308', 'ZBW192622196', 'ZBW024362948', 'ZBW01994800X', 'MRI166121592', 'ZBW166121592', 'ZBW192392050', 'SKH130861359', 'TIB130861359', 'TIB038875861', 'SKH038875861', 'ZBW020521308', 'ZBSPORT003270201', 'ULIDAT02173423', 'ZBW305406973', 'ZBW038875861', 'ZBW25531065X', 'B1686654', 'SKH335937853', 'TIB335937853', 'MRI335937853', 'ZBW335937853', 'B1508134', 'SKH185154867', 'TIB185154867', 'ZBW487860012', 'ZBW530654121', 'ZBW530650614', 'ZBW196482917', 'ZBW114392676', 'ZBW185154867', 'ZBW254626025', 'B1545377', 'SKH187250731', 'SKH189983973', 'ZBW318492008', 'TIB194968820', 'ZBW481578633', 'ZBSPORT002130457', 'ZBW022225781', 'ZBW021188211', 'SKH020774524', 'ZBW564549428', 'ZBW194968820', 'ZBW053700384', 'SKH176821937', 'SKH119248964', 'SKH130178721', 'SKH15225949X', 'SKH025674749', 'SKH502240520', 'SKH247708844', 'SKH045887543', 'SKH027016935', 'SKH733757561', 'TIB017107679', 'TIB15225949X', 'TIB214496902', 'TIB176821937', 'TIB027368068', 'TIB188731172', 'TIB244860793', 'TIB502240520', 'TIB025674749', 'TIB027016935', 'TIB019850379', 'TIB634752596', 'TIB550225706', 'ZBW192342983', 'ZBW192144995', 'ZBW180659901', 'ZBW250534886', 'ZBW383698812', 'ZBW195007042', 'ZBW381796949', 'ZBW366221728', 'ZBW391718029', 'ZBW195380746', 'ZBW472930109']",100
702,postoperatives AND delir,"['C952093761', 'C27592', 'C952594264', 'THIEME10_1055_s_0043_123352', 'C952623768', 'C952683064', 'C951943906', 'C705956', 'C952642992', 'C952594804', 'DNB1170876412', 'C952665520', 'THIEME10_1055_a_0607_6157', 'C952696761', 'THIEME10_1055_s_2007_986517', 'THIEME10_1055_s_0043_117063', 'CC_BIBNET_bibnet32608', 'C951993830', 'CC_BIBNET_bibnet25600', 'CC_BIBNET_bibnet25076', 'C952071720', 'C618301', 'M29508355', 'C952246967', 'DNB1100387900', 'C952573731', 'THIEME10_1055_s_0033_1357519', 'CC_BIBNET_bibnet21740', 'THIEME10_1055_s_0042_119982', 'C952142598', 'THIEME10_1055_s_0033_1350026', 'THIEME10_1055_s_0032_1329250', 'PDAVUBisbn_9783346208408', 'C952573757', 'DNB1031129987', '796179', 'C952324449', 'C952521585', '642678', 'THIEME10_1055_a_0577_0303', 'CC_BIBNET_careum1403', 'C952082766', 'SKH78950927X', 'M31286162', 'M10506313', 'THIEME10_1055_s_2002_25076', 'CC_BIBNET_careum1644', 'C579041', 'DNB1052530222', 'DNB1080592040', '792277', 'SKH482346132', '868605', 'C952573756', 'DNB1211344266', '680535', 'THIEME10_1055_s_1999_10838', 'M20155639', 'THIEME10_1055_s_0034_1386704', 'C783108', 'M20155642', 'THIEME10_1055_s_0042_110759', 'CC_BIBNET_bibnet27895', '706633', 'DNB97392277X', 'DNB119317743X', 'DNB1212435346', 'CC_BIBNET_bibnet28135', 'C952584425', 'SKH83281055X', '704547', 'THIEME10_1055_s_0043_103084', 'CC_BIBNET_bibnet32560', 'C952049029', 'C952605577', 'C952512938', 'CC_BIBNET_bibnet16387', 'SKH737896175', 'THIEME10_1055_s_0030_1248145', 'CC_BIBNET_careum103786', 'CC_BIBNET_bibnet33026', 'THIEME10_1055_s_0036_1578487', 'M17193699', 'THIEME10_1055_s_2004_828361', 'M18414917', 'DNB1160515573', 'THIEME10_1055_s_0036_1594391', 'DNB1216332940', 'C952144521', 'DNB1023400863', 'THIEME10_1055_s_0041_106569', '940224', 'C952081042', 'C952597078', '992697', '1017630', '1103962', 'DNB1031915095', 'THIEME10_1055_s_2008_1060551', 'CC_BIBNET_careum2625']",100
703,basics AND neurochirurgie,"['SKH786427841', '1057649', 'SKH57518664X', 'B4072032', '949152', '1017298', '786083', '947319', 'THIEME10_1055_s_0034_1364824', '77794', '268177', 'THIEME10_1055_s_0033_1344051', '982798', '1018014', '1044925', 'SKH01086380X', '665395', 'BASE::ftfrauneprints:oai:fraunhofer.de:N-519903', '102957', '967789', 'CC_BIBNET_bibnet5167', 'THIEME10_1055_s_0034_1395669', 'NLM7908084', 'BASE::ftdoajarticles:oai:doaj.org/article:ecfb7ad0281d474a954bdf10f07df390', '937997', '1053707', 'THIEME10_1055_s_2003_40774', 'C952277511', 'DNB984197494', 'SKH772107300', 'M29307019', 'THIEME10_1055_s_0031_1280184', 'PSYNDEX0260310', '655124', '845620', '1105585', '935976', '1121173', 'KUP8836', '726531', 'DNB1125106522', '728550', 'CC_BIBNET_careum110502', 'BASE::ftdoajarticles:oai:doaj.org/article:9146141170914b1eb2e6335e57dc8692', 'BASE::ftdoajarticles:oai:doaj.org/article:a1583c57fc4c4f1e9bcbae4d751a3eb6', 'KUP3554', 'M29133680', 'EGMS06dgnc239', '661608', 'THIEME10_1055_s_2005_836479', 'BASE::ftdoajarticles:oai:doaj.org/article:f77e5a2e1a8d4948b5f390d466b3da74', 'C952220401', 'TIB399649522', 'DNB1192373391', 'DNB1051935318', 'KUP12785', 'EGMS19dgnc367', 'THIEME10_1055_s_0038_1631197', 'SKH661082830', 'SKH740994565', 'BASE::ftdoajarticles:oai:doaj.org/article:aedc7682e8c644eba92f800074ce9959', 'PSYNDEX0102254', 'BASE::ftdoajarticles:oai:doaj.org/article:3aa672731bd142feb76a213d80ba8795', 'PSYNDEX0228267', 'SKH25232319X', '413226', '945061', 'BASE::ftdoajarticles:oai:doaj.org/article:82cc48a889f2485a9434ef194b5b53ce', 'BASE::ftdoajarticles:oai:doaj.org/article:893a5085e13f42cfb47f187bc8f97f83', 'BASE::ftdoajarticles:oai:doaj.org/article:a1618b5120da4e079b53d996d8993204', 'BASE::ftdoajarticles:oai:doaj.org/article:d2853077e6484fe48d2ec313077760f2', 'BASE::ftdoajarticles:oai:doaj.org/article:c2c56d5a25104b8e94a5408913851c01', 'SKH78950541X', 'SKH556602749', 'SVM556602749', 'M5378300', 'M7244576', 'KUP10974', 'M716749', 'PSYNDEX0242757', 'BASE::ftdoajarticles:oai:doaj.org/article:8d5c09b93d0040d2a94c3e20305ae5e4', '738739', 'THIEME10_1055_s_2007_976553', 'M13301529', 'M14829234', 'C952072707', 'TIB478376278', 'M13227476', 'M13497170', 'TIB784646562', 'TIB81538372X', 'THIEME10_1055_s_0042_111237', '255514', 'M14320151', 'CC_BIBNET_rudolfiner42299', 'BASE::ftdoajarticles:oai:doaj.org/article:c77abae7be2247eab7e864adf2f41300', '729008', 'PSYNDEX0213541', 'KUP10622', 'THIEME10_1055_s_0032_1311196']",100
705,arteriosklerose,"['439953', 'NLM65540760R', 'C37079', 'C497505', 'C951883495', 'C951848060', 'C952014846', 'C951939558', 'C803811', 'C798143', 'C951855152', 'C661341', 'C44906', 'C589964', 'C607263', 'C615361', 'C665572', 'C952511418', 'C952554191', 'SKH026908565', 'SKH215492331', 'SKH044765487', 'SVM242008348', 'SVM245470999', 'SVM215492331', 'TIB271107839', 'C951933136', 'SOMED413072', '524319', '684439', '105629', '441591', '444322', 'C952466916', '341266', 'THIEME10_1055_s_0038_1656576', 'CC_BIBNET_vtls000865729', 'C952691489', 'SKH538215283', '856359', 'NLM101281696', 'NLM101487406', 'SKH159565677', 'SKH345109112', 'SKH145090434', 'SOMED289197', 'SOMED307056', 'SOMED407654', 'SOMED413030', '85514', '257648', '261156', 'THIEME10_1055_s_0028_1128736', 'CC_BIBNET_careum59734', '259261', 'NLM0257267', 'SOMED286782', '101622', 'SKH123598389', '720592', '201369', 'SVM240332768', 'SKH042576113', 'SKH043574475', 'C952131811', 'C952129322', 'C952089143', 'C952064014', 'C727871', 'C710663', 'C744627', 'C951881405', 'C676446', 'C780598', 'C751142', 'C735222', 'C748879', 'C775568', 'C952095737', 'C521522', 'C512806', 'C35978', 'C18172', 'C714776', 'C714788', 'C727870', 'C688419', 'C679298', 'C714306', 'C616593', 'C807232', 'C785745', 'C951839357', 'C951843232', 'C951848888', 'C951876041', 'C951905197', 'C951825061', 'C951836978', 'C951844797']",100
707,hospital,"['30820', 'EZB150759', 'SVM644286431', '846630', 'M29820031', 'M29824997', 'M29838309', 'M29822168', '1126350', 'NLM0142113', 'SKH22656777X', 'M29837793', 'M20791121', 'NLM26912780R', 'NLM32110070R', 'NLM32110020R', 'NLM53210160R', 'NLM53210450R', 'NLM53930100R', 'NLM0020202', 'C952605986', 'M29810098', '1126347', '1085666', 'NLM101615918', 'NLM0012050', '342212', '346750', 'M29809419', 'M29817217', 'M29835568', 'M29824931', 'M29835720', 'M29815657', 'M29811878', 'M29815797', 'M29833117', 'M29832739', 'M29836470', 'M29832374', 'M29831021', 'M29836336', 'M29840967', 'M29841057', 'M29824876', 'M29830538', 'M29839112', 'M29831678', 'M29829161', 'M29818625', 'M29833656', 'M29833415', 'M29829947', 'M29810832', 'M29809748', 'M29838065', 'M29837441', 'M29810781', 'M29811107', 'M29811422', 'M29811820', 'M29840456', 'M29839131', 'M29809623', 'M29828331', 'M29842094', 'M5709100', 'M13920480', '467653', 'M13032816', 'NLM101648942', 'NLM9112809', 'SKH186953984', 'TIB186953984', '584286', '938906', 'HECLINETHN17888', 'NLM0142107', 'NLM0124503', 'C738074', 'C48674', 'C569566', 'C569565', 'C696755', 'C696756', 'C685433', 'C641268', 'NLM28210220R', 'NLM1307751', 'NLM1305627', 'NLM17540260R', 'NLM17420320R', 'NLM26913290R', 'NLM52521450R', 'NLM52611100R', 'NLM27011320R', 'NLM35920050R', 'NLM52721530R', 'NLM52711130R', 'NLM52721560R']",100
708,medizinische AND psychologie,"['278759', 'EZB111518', 'EZB15082', 'EZB47135', 'SOMED308871', 'EZB140419', 'EZB110618', 'EZB127732', 'SKH527261580', 'SKH037125508', 'TIB037125508', '636077', '132874', 'B27173', '296019', '272905', 'B54353', 'B27175', 'SKH131035347', 'B4095', 'B4565', 'B3974801', 'B65456', 'EZB29670', 'SKH31604475X', '606108', 'ZBSPORT000673606', '375202', 'ZBSPORT014444244', 'SKH02015142X', 'SKH13041333X', '44149', '36617', '36616', 'EZB247610', 'ULIDAT02104030', 'SOMED309883', 'EZB2143', '1106347', 'B6922', '937994', '812051', 'SKH23377565X', 'SOMED308872', 'SKH265632439', 'TIB02323766X', '508560', 'B26226', 'SKH243371209', 'EZB5410', 'EZB1607', 'EZB1149', 'EZB1151', 'EZB90881', 'EZB19171', 'EZB2878', 'EZB92917', 'EZB4343', 'EZB1450', 'EZB3233', 'EZB230249', 'EZB66708', 'EZB29663', 'EZB30160', 'EZB185447', 'EZB30171', 'EZB4863', 'EZB53177', 'EZB86907', 'EZB4859', 'EZB24721', 'EZB35046', 'EZB186271', 'EZB122677', 'EZB115668', 'EZB8342', 'EZB45824', 'EZB3851', 'EZB2164', 'EZB42326', 'EZB1684', 'EZB180167', 'EZB33155', 'EZB176818', 'EZB35776', 'EZB7772', 'EZB194642', 'EZB9435', 'EZB9314', 'EZB9252', 'EZB10017', 'EZB246308', 'EZB252741', '212453', 'ZBSPORT003225349', '540693', '166025', 'TIB023665629', '472071', '516788']",100
709,laryngektomie,"['C507071', 'C47011', 'SKH010171622', 'SKH014493098', 'SKH04573397X', '218726', '229377', 'ZBSPORT003695137', 'TIB36512303X', 'C952626588', 'C676855', 'C643573', 'SKH01248492X', 'SKH160338492', 'SKH014444844', 'SKH015203654', 'SKH045348979', 'SKH345128427', 'B6737', 'B39357', 'C818126', 'C951941576', '611473', '628300', '319079', '47055', '6775', '125302', '521612', 'C951893872', '132594', 'THIEME10_1055_s_0029_1242891', 'THIEME10_1055_s_0030_1265773', 'THIEME10_1055_s_2007_997970', 'C783279', 'EGMS17hno158', 'THIEME10_1055_s_2007_997216', 'NLM9605915', 'NLM101207996', '454413', '281533', '185764', 'TIB509012930', 'C538007', 'B3466153', '623547', 'EGMS15hnod049', 'SKH318793601', 'SKH361076762', '554566', '499707', 'EGMS11hnosw12', 'EGMS07hnod264', 'EGMS09hnod117', 'EGMS10hnod024', 'EGMS11hnod235', 'EGMS11hnod194', 'EGMS16hnod117', 'EGMS09hnod387', 'C570677', 'C490960', 'C952545024', 'C952544668', 'SKH039248135', 'SKH01069563X', 'SKH252115732', 'SKH301314691', 'SKH315137479', 'SKH310823382', 'SKH322331005', 'SKH310852595', 'SKH30131456X', 'SKH301314780', 'SKH336664389', 'SKH316099074', 'SKH222760095', 'C952264353', 'C760514', 'C952626591', 'C952626590', 'EGMS14hnod601', 'THIEME10_1055_s_0043_105198', 'DNB988779773', 'DNB982809220', 'DNB988164809', 'C952558827', 'C952614816', '524749', '477584', '502753', '650664', '409520', '368364', '154930', '490668', '624375', 'KARGERORL1961023002120', 'C952729461', 'C951981268', 'M29195260']",100
